U-Pb Magmatic Colombia
0.4	0.1
1	0.1
1	0.2
1.2	0.1
1.3	0.1
2.3	0.1
2.3	0.1
2.4	0.1
2.4	0.1
4.65	0.21
4.65	0.21
4.879553099	0.37048312
4.974662408	0.42483019
5.088934395	0.223967362
5.2	0.2
5.20159247	0.438074313
5.317903471	0.223216619
5.449598914	0.588007034
5.5	0.6
5.605291005	0.303238877
5.638761205	0.613964212
5.641617637	0.400060219
5.655704478	0.397948188
5.715664767	0.360282217
5.717701205	0.383550229
5.744443542	0.326099667
5.76897539	0.514381811
5.816466299	0.357577864
5.830595793	0.283610284
5.83497081	1.45927739
5.871555379	0.273131612
5.890487781	0.286140112
5.899685532	0.253613478
5.907083544	0.327143908
5.913981648	0.235321247
5.914922823	0.298945328
5.945796113	0.391405421
5.954140976	0.31559846
5.955024373	0.231325131
5.971760352	0.280406699
5.974688545	0.438957452
5.976260954	0.262012212
5.991087635	0.449191441
6	0.6
6	0.1
6.000351497	0.399670388
6.007310239	0.45116901
6.016868265	0.297000684
6.025635587	0.392517255
6.026981435	0.289816721
6.028544034	0.313989313
6.029940579	0.388916176
6.040389092	0.413494638
6.042544819	0.338748737
6.049145422	0.320415124
6.053860684	0.214707882
6.068553801	0.252505192
6.069954437	0.452849957
6.078643982	0.239978464
6.096601433	0.226645549
6.099674745	0.254242237
6.099775789	0.310309963
6.099957981	0.257376723
6.115890464	0.250933608
6.127333912	0.22052164
6.197718423	0.263373488
6.2	0.1
6.202877236	0.363753075
6.253960188	0.328083249
6.259256251	0.339560343
6.291042856	0.298727662
6.29875011	0.405449099
6.3	0.3
6.300428635	0.224982333
6.304649905	0.276979951
6.304757743	0.208185203
6.332528864	0.464291767
6.337785717	0.351844252
6.3550211	0.256385536
6.396840054	0.239065037
6.4	0.8
6.416313754	0.356216213
6.430196854	0.275215092
6.438501494	0.205282636
6.438735063	0.328416127
6.439396991	0.288226378
6.49087633	0.401267042
6.5	0.3
6.5	0.3
6.5	0.3
6.5	0.5
6.6	0.3
6.6	0.3
6.641616789	0.411999471
6.655952315	0.377806435
6.7	0.4
6.7	0.3
6.7	0.4
6.7	0.3
6.8	0.5
6.8	0.3
6.8	0.5
6.810268403	0.395003997
6.865427538	0.48658336
6.9	0.3
6.9	0.3
6.9	0.3
6.9	0.3
6.95	0.16
7	0.2
7	0.3
7	0.4
7	0.15
7.006380879	0.452116278
7.075444967	0.6163351
7.1	0.3
7.1	0.2
7.1	0.3
7.2	0.3
7.2	0.2
7.3	0.4
7.3	0.3
7.339065799	0.401832615
7.4	0.2
7.4	0.3
7.4	0.2
7.46202487	0.267497348
7.5	0.2
7.511474951	0.669381409
7.511642787	0.391456208
7.520171155	0.443755193
7.570666374	0.435575096
7.6	0.2
7.6	0.3
7.6	0.5
7.6	0.3
7.6	0.1
7.6	0.2
7.6	0.2
7.6	0.2
7.6	0.3
7.653938709	0.326611984
7.7	0.5
7.7	0.5
7.7	0.6
7.789540758	0.558107574
7.8	0.5
7.8	0.3
7.806156527	0.37279373
7.835676908	0.486673743
7.844819004	0.461906019
7.880575668	0.427092277
7.9	0.7
7.9	0.2
7.9	0.3
7.925450025	0.526269109
7.994648744	0.469925746
8	0.6
8	1.3
8	0.9
8	0.5
8.00337108	0.566905206
8.023017156	0.453550725
8.044122046	0.589349617
8.079083518	0.355715151
8.088709155	0.525606468
8.1	0.5
8.1	0.3
8.1	0.4
8.1	0.3
8.1	0.3
8.1	0.3
8.1	0.5
8.1	0.5
8.1	0.1
8.1	0.3
8.112130279	0.498086412
8.12584461	0.682278682
8.13293851	0.36603006
8.147092642	0.357036796
8.150938793	0.570892317
8.155535173	0.60331919
8.161188333	0.39175879
8.168153486	0.570095529
8.2	0.2
8.2	0.4
8.2	0.2
8.2	0.4
8.2	0.2
8.2	0.1
8.2	0.3
8.2	0.3
8.202787282	0.56999892
8.223980374	0.486313092
8.229746151	0.591065604
8.235505569	0.46277728
8.240236829	0.522764375
8.246061194	0.591258997
8.3	0.2
8.3	0.4
8.3	0.4
8.3	0.2
8.3	0.2
8.3	0.3
8.3	0.1
8.3	0.2
8.3	0.2
8.301951656	0.446689628
8.336989481	0.42952418
8.363120085	0.524131934
8.383219102	0.355335869
8.397132952	0.564819804
8.4	0.2
8.4	0.2
8.4	0.4
8.4	0.3
8.4	0.2
8.4	0.3
8.4	0.2
8.4	0.8
8.4	0.2
8.4	0.2
8.4	0.3
8.4	0.1
8.4	0.6
8.4	0.1
8.4	0.7
8.411725845	0.461334389
8.427675461	0.531938629
8.443882661	0.441435921
8.456358465	0.515517875
8.461577253	0.477354366
8.5	0.4
8.5	0.4
8.5	0.5
8.5	0.2
8.5	0.3
8.5	0.4
8.5	0.5
8.5	0.1
8.5	0.1
8.5	0.1
8.515002427	0.494971373
8.518722484	0.513109395
8.546226854	0.694217527
8.547547119	0.511466405
8.56	0.09
8.561802886	0.431858691
8.599452518	0.522706325
8.6	0.3
8.6	0.2
8.6	0.4
8.6	0.5
8.6	0.2
8.6	0.4
8.6	0.7
8.6	0.4
8.6	0.3
8.6	0.3
8.6	0.6
8.617489862	0.814460305
8.62486949	0.604777014
8.64	0.13
8.65	0.12
8.66	0.09
8.68	0.05
8.7	0.5
8.7	0.5
8.7	0.3
8.7	0.4
8.7	0.6
8.715518693	0.42891773
8.725045242	0.451377807
8.729584004	0.443694389
8.73	0.1
8.786034982	0.395220004
8.8	0.4
8.8	0.3
8.8	0.6
8.8	0.5
8.8	0.1
8.8	0.4
8.8	0.2
8.8	0.1
8.83	0.1
8.83	0.1
